element_type,osmid,amenity,gnis:county_name,name,lon,lat
way,307374809,parking,,,-106.57728555,31.8974516
way,307374812,parking,,,-106.55489465,31.860385200000003
way,307374813,parking,,,-106.57677887573277,31.876512993446273
way,307374815,parking,,,-106.57732527149378,31.896549653748554
way,307374817,parking,,,-106.58730392143684,31.89774026084387
way,307374821,parking,,,-106.54120209802583,31.81903084968832
way,307374823,parking,,,-106.56456521863682,31.83375182794175
way,307374824,fuel,,,-106.54087361101385,31.819413584173276
way,307374828,parking,,,-106.57377940951699,31.877097651823952
way,307374830,parking,,,-106.5754324673034,31.87746115064266
way,307374831,fuel,,,-106.52750125520869,31.818052583276433
way,307374834,fuel,,,-106.54866116287323,31.861911219819948
way,307374835,parking,,,-106.57384417584957,31.888547464635053
way,307374836,parking,,,-106.56605957063465,31.833600310277095
way,307374839,parking,,,-106.52763804433147,31.817400631985308
way,307374841,parking,,,-106.57613763068112,31.90152632354248
way,307374842,parking,,,-106.56845625273421,31.878992961947063
way,307374844,parking,,,-106.5587261637422,31.860316366883946
way,307374846,parking,,,-106.57175309022277,31.87785159272383
way,307374961,fuel,,Speedway,-106.56864932026967,31.878995336091894
way,307656472,parking,,,-106.57740435896329,31.894571831518014
way,307656473,parking,,,-106.57721656737998,31.89373211861353
way,307769111,restaurant,,Famous Dave's,-106.39268436841911,31.78093041652674
way,313261212,restaurant,,Piter Piper Pizza,-106.57698108109908,31.86832687333692
way,313316056,parking,,,-106.56996716235729,31.828655615367836
way,315351029,fuel,,,-106.32284605546116,31.783484166466568
way,321233154,fuel,,Murphy USA,-106.43717815000001,31.898074750000003
way,321367385,parking,,,-106.43236127428133,31.89763277416538
way,323683611,fast_food,,Chick-fil-A,-106.27136995389269,31.757990827910007
way,329905912,parking,,,-106.41571839283765,31.787486901353738
way,331195618,ice_cream,,Baskin-Robbins,-106.32406618775516,31.78329254613528
way,331195691,fuel,,Chevron,-106.32352577169394,31.783306327163434
way,331197038,restaurant,,Edge of Texas,-106.32510990402454,32.00007747203705
way,331197039,parking,,,-106.32598904263419,32.00039247696968
way,334627316,parking,,Sun Bowl Drive Lot 3 (SB3),-106.50862805099969,31.769414863314367
way,334627317,parking,,,-106.50222601472849,31.772499779983608
way,334627318,parking,,Schuster Avenue Lot 1 (SC1),-106.50501444455148,31.764557919366695
way,334627320,parking,,Kerbey Lot 1  (KE1),-106.50348775328513,31.77248052065351
way,334627322,parking,,,-106.5012678343569,31.770165648022378
way,334627323,parking,,Schuster Parking Garage (SCG),-106.50371702160396,31.765760211381753
way,334627324,parking,,Schuster Avenue Lot 4 (SC4),-106.50114050072872,31.766351985133973
way,334627325,parking,,Sun Bowl Drive Lot 4 (SB4),-106.50945101001409,31.770462155046356
way,338047132,restaurant,,Johny Carino's,-106.5425845004137,31.81964598690286
way,338047331,fast_food,,Jack in the Box,-106.50828429643916,31.793089583358153
way,338049154,fast_food,,Carl's Jr.,-106.3186051338252,31.768488475096095
way,338050295,fast_food,,Jack in the Box,-106.42927080086957,31.86749602423847
way,338050297,fast_food,,Burger King,-106.42803464821976,31.869073720201055
way,338050301,fast_food,,Carl's Jr.,-106.4235376184666,31.876074423937055
way,347312256,parking,,,-106.37389211301071,31.77149842078697
way,350955502,restaurant,,Great American Land & Cattle Co.,-106.30339923109001,31.72734390608999
way,350955503,fast_food,,McDonald's,-106.30344477772981,31.728258171233726
way,350955504,fast_food,,Chipotle,-106.30343475,31.728678149999997
way,351205996,parking,,,-106.4992208447181,31.771857659981908
way,351206457,parking,,Sun Bowl Parking Garage (SBG),-106.507875456823,31.77018620327105
way,351208829,parking,,,-106.50448318881458,31.76797199777583
way,354074275,parking,,,-106.30380295830085,31.71139747554467
way,355196388,parking,,,-106.48272726337319,31.757164568749626
way,355514876,parking,,,-106.57471459928243,31.821394466724204
way,355514877,parking,,,-106.57141659999998,31.820234099999997
way,355514878,parking,,,-106.57296055846454,31.82256130941529
way,355514879,parking,,,-106.57122137114666,31.8214333772475
way,355514880,parking,,,-106.57075639999998,31.8207348
way,355524403,parking,,,-106.59557239999998,31.854113099999992
way,355524407,parking,,,-106.59585922237994,31.85213750459048
way,355832876,parking,,,-106.430090617032,31.771129285045948
way,355832879,parking,,,-106.4301135288652,31.772319119258952
way,355832880,parking,,,-106.43008364648614,31.772534611096994
way,355832881,parking,,,-106.43009777654066,31.772726757683905
way,360740840,parking,,,-106.4771620551545,31.773454722673815
way,361085212,parking,,,-106.5645785113488,31.86207065457525
way,364388714,parking,,,-106.45151492959326,31.78339279541276
way,370747677,parking,,,-106.45741612751189,31.83515371892232
way,372235058,parking,,,-106.30653470804617,31.716127525482154
way,372743658,parking,,,-106.27906863658289,31.713321114268382
way,373518603,parking,,,-106.44075490008905,31.826074569323534
way,374148786,parking,,,-106.48274395123349,31.750471551561503
way,375987483,parking,,,-106.48755004378553,31.750130999571738
way,375987484,parking,,,-106.48796153011745,31.749747862067743
way,396935505,parking,,,-106.5213281158774,31.823849196760044
way,396936672,parking,,,-106.52376690527332,31.82470797053176
way,396936673,parking,,,-106.52970932847663,31.829395846536592
way,396936674,parking,,,-106.52899214039421,31.831731485568568
way,396937024,parking,,,-106.57540790057371,31.842157073259198
way,398793274,parking,,,-106.48771974723708,31.751310795685765
way,415088988,fuel,,7-Eleven,-106.4663214419855,31.821481924712046
way,415092173,fast_food,,McDonald's,-106.44464133177128,31.827696533912913
way,415852741,parking,,,-106.41413469883102,31.78087902582323
way,415858291,parking,,,-106.37119706253735,31.79176813160622
way,423676780,parking,,Academic Services Visitor Parking,-106.50178269820067,31.767025385721105
way,423702815,arts_centre,,Rubin Center,-106.5072423122122,31.7715180220748
way,431484969,parking,,,-106.40722750933159,31.780189856389406
way,431484972,parking,,,-106.40850261279972,31.779349985425053
way,435677656,parking,,,-106.32903525500356,31.77635645358756
way,435717572,parking,,,-106.4881484193708,31.779195184381905
way,435717828,parking,,,-106.48961370599783,31.77834642806087
way,437236886,fast_food,,Whataburger,-106.25955455612994,31.807074830603575
way,437579718,parking,,,-106.47984020209613,31.78269055008372
way,463599022,fuel,,Circle K,-106.34544465000002,31.751753999999995
way,463599024,fuel,,Rudy's,-106.34411149999998,31.7507699
way,463621565,fuel,,,-106.45055957549248,31.783837743158372
way,463621577,fuel,,,-106.45052935527553,31.783429675141054
way,463629724,fuel,,Chevron,-106.48632056199138,31.75528528255002
way,463638698,cafe,,Starbucks,-106.50046667290532,31.77447187558719
way,463698226,fuel,,Circle K,-106.28602285,31.743874899999994
way,463705504,parking,,,-106.36837517037648,31.75019280714932
way,463705505,parking,,,-106.36768830756004,31.750719011864305
way,468254241,parking,,,-106.41851912386456,31.92157537092975
way,468254242,parking,,,-106.42472469875446,31.894363346711
way,468254243,parking,,,-106.4266811479171,31.892384923554435
way,468254247,parking,,,-106.4008570959263,31.752018375239487
way,468351666,parking,,,-106.48598730790108,31.75045515813137
way,468351668,parking,,,-106.48756488470403,31.75052178891666
way,468351670,parking,,,-106.48736638625932,31.749510377984674
way,468351671,parking,,,-106.48727083253911,31.749226859882523
way,468351686,parking,,,-106.48613089206079,31.748983074679355
way,468453313,parking,,,-106.43700195132168,31.75979912550838
way,468606141,fast_food,,Raising Cane's,-106.37638954129832,31.77190202722133
way,468606158,ice_cream,,Häagen-Dazs,-106.37129795389149,31.769723461858646
way,468606159,restaurant,,Chuy's,-106.37119445640369,31.769338921904883
way,468606160,ice_cream,,Menchie's,-106.37059613582883,31.76938026398731
way,468983179,parking,,,-106.42376499611346,31.858445225821487
way,468983183,parking,,,-106.42339289751153,31.85697756610787
way,468993408,parking,,,-106.43432959278522,31.883553439755822
way,468993419,parking,,,-106.42708579307441,31.88935029166284
way,469589938,parking,,,-106.48460831079778,31.751760558351908
way,469735424,parking_space,,,-106.45556305000001,31.819765649999997
way,470520660,parking_space,,,-106.28319266109902,31.77149826458072
way,470531310,parking_space,,,-106.46372942546171,31.813779718729904
way,478163968,restaurant,,L & J Cafe,-106.44984663592325,31.779422510726384
way,479636105,parking,,EPHS Parking lot,-106.49171087740298,31.773544919764994
way,482493087,car_wash,,Splash N Dash,-106.50854995973312,31.79216603212058
way,486771958,parking_space,,,-106.31266027519848,31.696827142372843
way,487083513,parking,,,-106.50133758328312,31.880632395884934
way,487083514,parking,,,-106.5038353557135,31.88314261026647
way,508548127,parking,,,-106.47848181262366,31.810044926751264
way,529552141,restaurant,,,-106.5610126511627,31.85992398136303
way,529552167,restaurant,,,-106.51979337387849,31.822555160091483
way,529552168,restaurant,,Vivar's Viva del Mar,-106.51929741021544,31.822075687580927
way,529552170,restaurant,,,-106.51859013721251,31.821512988348907
way,529552176,fuel,,,-106.51558551027152,31.81869855541131
way,533249492,fuel,,,-106.23025625,31.7975131
way,533387530,parking,,,-106.28893253156491,31.763111235257547
way,533425808,parking,,,-106.29716878785358,31.76449272193296
way,537018055,fast_food,,Johnny Rockets,-106.49999949619757,31.773002016483243
way,537018059,fast_food,,Whataburger,-106.5004969824366,31.773400458156694
way,537018060,cafe,,Kinley's House of Coffee & Tea;Kinley's House Coffee and Tea,-106.50060379053554,31.773688397331764
way,537018061,restaurant,,Hamburger Stand,-106.5002526655819,31.77407791178637
way,537018065,fast_food,,McDonald's,-106.50193063506688,31.77501011625629
way,537317659,fuel,,,-106.46112974943206,31.766982015662286
way,537317672,parking,,,-106.47156979358141,31.782525706265286
way,541756919,parking,,,-106.42988733571916,31.866186029600172
way,541756920,parking,,,-106.43011481074645,31.865516043174413
way,541756921,parking,,,-106.42972860139676,31.865371202732867
way,541756922,parking,,,-106.43015909969512,31.865392460987376
way,541756923,parking,,,-106.43015442668262,31.865336712775406
way,541756924,parking,,,-106.43015141080588,31.865211142291333
way,545134941,parking,,,-106.44359031122899,31.842853447348613
way,547800872,restaurant,,Applebee's,-106.3041448805625,31.7714414626956
way,549396193,fast_food,,Sonic,-106.430550033355,31.869448802309595
way,549396601,fast_food,,Taco Cabana,-106.4298033215442,31.869510554618607
way,561109443,parking,,,-106.56292133695747,31.905685894315823
way,561109444,parking,,,-106.56545313173554,31.905542520685366
way,561109445,parking,,,-106.56319274268884,31.903626247633582
way,561109446,parking,,,-106.5655260222716,31.903779242548627
way,561109951,parking,,,-106.5729560096333,31.905498819542974
way,561112054,parking,,Sun Bowl Drive Lot 5 (SB5),-106.5100736453625,31.7722091571623
way,561112372,parking,,Glory Road Lot 2 (GR2),-106.50717731153924,31.775314752036895
way,561112741,parking,,Glory Road Lot 1 (GR1),-106.50839999300297,31.775835213989076
way,561112928,parking,,Dawson 1,-106.50802347368864,31.771696603542104
way,561113449,parking,,Sun Bowl Drive Lot 2 (SB2),-106.507476622212,31.767667352171856
way,561113450,parking,,Schuster Avenue Lot 2 (SC2),-106.50235665170919,31.765641886438814
way,562928757,fuel,,Circle K,-106.57796009999998,31.862659299999997
way,563721241,parking,,,-106.37454634662947,31.754109213235974
way,563725859,parking,,,-106.37187956294987,31.75276654827165
way,563725860,parking,,,-106.36763719813221,31.75280136587664
way,563725863,parking,,,-106.36724967819096,31.751587933128466
way,563726729,parking,,,-106.37066986168955,31.75042719911916
way,563726770,parking,,,-106.37128684913712,31.751420094643496
way,563727872,parking,,,-106.37051107513705,31.75361080413433
way,563728683,parking,,,-106.3673383923363,31.749412018424316
way,563731793,parking,,,-106.37324360015116,31.75311682616638
way,563746464,parking,,,-106.39790745706759,31.7968545806505
way,563746526,parking,,,-106.39847554777919,31.79676716074721
way,563750841,restaurant,,Applebee's,-106.39502252472414,31.793056145953518
way,568338240,restaurant,,Crave Kitchen and Bar,-106.30105332330919,31.72727886170119
way,568338242,restaurant,,Village Inn,-106.30052691377468,31.727102185715502
way,568604101,parking,,,-106.4937763055555,31.75907022311839
way,581620130,parking,,,-106.61407858932525,31.84796923292408
way,584636433,parking,,,-106.30044669752061,31.733929985582428
way,584636441,parking,,,-106.30133443550271,31.73407211105459
way,584636446,parking,,,-106.30043669408663,31.733523354489606
way,584636451,parking,,,-106.29959823891394,31.734448542405556
way,584636456,parking,,,-106.30059517725742,31.735568600492993
way,584636461,parking,,,-106.30125892598797,31.7352516733338
way,584636465,parking,,,-106.30089462511856,31.73457640366926
way,584636469,parking,,,-106.30089776595081,31.734377597484755
way,584636473,parking,,,-106.3010568823274,31.734603234503908
way,584636477,parking,,,-106.30130696897919,31.734633716420642
way,590548429,parking,,,-106.61117227839178,31.88072368191217
way,592256366,parking,,,-106.61126635495381,31.879335223918854
way,592256367,parking,,,-106.61095974999999,31.87896775
way,598289365,parking,,,-106.3387860421725,31.68711413487233
way,598294696,parking,,,-106.32969496131048,31.688526837191052
way,598306419,parking,,,-106.33230730772577,31.688808645312704
way,604431495,parking,,,-106.40674197839658,31.75861942203647
way,604431500,parking,,,-106.40565427310308,31.75985464170959
way,604431501,parking,,,-106.40541000960503,31.75998544207397
way,604431502,parking,,,-106.40388245,31.7594903
way,604431515,parking,,,-106.40688564999999,31.759753649999997
way,604431516,parking,,,-106.40728079999997,31.7591446
way,604431522,parking,,,-106.40227428730599,31.75920177489934
way,604431523,parking,,,-106.40293631522252,31.759151582062707
way,604431524,parking,,,-106.40294259080981,31.759948375076714
way,613083597,parking,,,-106.37419065195823,31.73324426200827
way,616010415,parking,,,-106.3341192686634,31.67275137870974
way,616010416,parking,,,-106.33583960279073,31.67288963498089
way,616022768,parking,,,-106.33696348840674,31.673238651746022
way,620659223,parking,,,-106.3182182958117,31.767946016174026
way,620659225,parking,,,-106.31774694186005,31.766590733030593
way,620659227,parking,,,-106.31846824706544,31.76617257313248
way,621876410,parking,,,-106.44098222122064,31.769512019706728
way,621876411,parking,,,-106.44049167641279,31.769727578666934
way,621877481,parking,,,-106.44217086910797,31.77158782018018
way,621877697,parking,,,-106.43747287430669,31.772870155982904
way,631435991,fast_food,,Sonic,-106.58389941137747,31.913058589748058
way,637368171,fast_food,,Whataburger,-106.5839583170135,31.912043752922354
way,637369914,fast_food,,Whataburger,-106.34797724873391,31.729088067022108
way,652567695,fuel,,,-106.29829485619724,31.767391854047435
way,658643461,theatre,,McKelligon Canyon Amphitheatre,-106.48465648020992,31.837530962122933
way,658655365,parking,,,-106.48387736702983,31.838172797255016
way,658655386,parking,,,-106.48466428378161,31.838040278076427
way,658655387,parking,,,-106.48602605781355,31.840836842742288
way,658655388,parking,,,-106.48637817640137,31.84144096828254
way,665231926,fuel,,Circle K,-106.37810549999999,31.771178900000002
way,665356636,parking,,,-106.57739367787508,31.896178424978682
way,666950621,restaurant,,IHOP,-106.30343457605686,31.726724198076354
way,667318049,fast_food,,Arby's,-106.31990075000002,31.768541600000006
way,667318061,cafe,,Starbucks,-106.31946377970722,31.767747561369646
way,667318062,fast_food,,McDonald's,-106.31962382168581,31.76805639607798
way,667318064,fast_food,,Wienerschnitzel,-106.3195533714011,31.768494598103363
way,667344278,restaurant,,Bonnie's Cafe,-106.28608235000002,31.767747149999998
way,667344283,fuel,,Valero,-106.28540015,31.76689595
way,667344286,fuel,,Circle K,-106.28446771254961,31.7676486887078
way,673526870,parking,,,-106.44040887378215,31.7690500484899
way,676108101,parking,,,-106.41298082700048,31.78944637000876
way,693347636,fuel,,Alon,-106.3324525,31.796242250000002
way,693347637,restaurant,,Pizza Hut,-106.33277267768158,31.79684030961357
way,693347640,restaurant,,,-106.33171759427307,31.796739699808295
way,693347642,fast_food,,Carl's Jr.,-106.33080467723205,31.797740774255935
way,693394124,fuel,,Circle K,-106.301869720282,31.801567621800693
way,693394125,fast_food,,McDonald's,-106.30281630463129,31.80125585359921
way,695025657,fuel,,Alon,-106.36555834146178,31.762566071844
way,703417697,parking,,,-106.4217690570339,31.876249099832414
way,706816733,car_wash,,Pepe's Car Wash,-106.43958600265299,31.92134870087367
way,712107659,cinema,,Cinemark 20 & XD,-106.30750728056286,31.727935900799675
way,712107667,restaurant,,BJ's,-106.30739490597853,31.724302754175547
way,712107668,fast_food,,Krispy Kreme,-106.30698264952439,31.723953403398436
way,712144520,parking,,,-106.48227825000001,31.751342350000005
way,712144531,parking,,,-106.48487510566554,31.760011532463988
way,712144532,parking,,,-106.48601624632974,31.761297164589998
way,712144536,parking,,,-106.48906994999999,31.760226249999995
way,712144543,parking,,,-106.48877285214465,31.762915150793553
way,712144547,parking,,,-106.49195679902991,31.766640559346143
way,713539256,parking,,,-106.42871999533556,31.91856121787236
way,723617055,restaurant,,Arby's (closed),-106.53895437120391,31.833888307195977
way,723617061,restaurant,,Avila's Mexican Restaurant,-106.53255845229879,31.83228336168261
way,723617068,restaurant,,Boss Chicken & Custard,-106.53152620000002,31.831656999999996
way,723617073,restaurant,,Village Inn,-106.53025435696541,31.831013557300896
way,723617074,fast_food,,McDonald's,-106.53134549987587,31.830637362493217
way,723617075,fast_food,,Carl's Jr.,-106.53069283237872,31.830401063887994
way,723617076,restaurant,,Peter Piper Pizza,-106.52974048250557,31.83135769715614
way,723617079,restaurant,,,-106.52800396013212,31.829775436415037
way,723617080,restaurant,,,-106.52827395328808,31.829970408857392
way,723617082,restaurant,,,-106.52735551232499,31.827916876515054
way,723617084,fast_food,,Subway,-106.52819407405363,31.82772108962683
way,723617085,fast_food,,Taco Cabana,-106.52691261513401,31.82877676982148
way,723617088,restaurant,,Pelican's,-106.52611491808996,31.829648385453496
way,723617092,restaurant,,Charcoaler Drive-In,-106.5247035127128,31.82502535896853
way,727498729,restaurant,,Great American Steakburger,-106.33935218119703,31.773945800355854
way,727498747,fast_food,,Subway,-106.31857927086246,31.77012456424852
way,727498833,restaurant,,Texas Roadhouse,-106.34148352103831,31.75123880601356
way,727506759,fast_food,,McDonald's,-106.39615850000001,31.788916000000004
way,727506781,fuel,,Costco Gasoline,-106.4109598766505,31.782415771350095
way,729127148,fast_food,,Sonic,-106.32141597427939,31.764688179299185
way,734015377,fuel,,Circle K,-106.44028255799682,31.899134225752274
way,734015379,fast_food,,Taco Bell,-106.43989747458875,31.899117388072636
way,734015380,parking,,,-106.43971283936283,31.899157891539677
way,734015381,parking,,,-106.43899195177046,31.899197683770026
way,734015382,restaurant,,Chili's,-106.4388065892898,31.899310657879326
way,734895816,fuel,,,-106.42723600000001,31.783361000000006
way,734895941,fuel,,,-106.4124195,31.776748500000004
way,734896015,fuel,,,-106.43130350000001,31.788689999999995
way,734896087,fast_food,,McDonald's,-106.46190700000001,31.779047
way,734896088,fast_food,,Burger King,-106.46239700000001,31.7789645
way,734907039,restaurant,,Hook & Reel Cajun Seafood & Bar,-106.3086395942061,31.72557565886882
way,734907040,restaurant,,Cheddar's,-106.30797366805706,31.724894483615707
way,734907041,restaurant,,Outback Steakhouse,-106.30912287133725,31.72602465614622
way,734907042,restaurant,,Logan's Roadhouse,-106.30945334429558,31.72656056846392
way,734910474,restaurant,,Denny's,-106.33289344019532,31.7458301712257
way,735005416,restaurant,,Peter Piper Pizza,-106.2730155,31.755758000000004
way,735005429,fast_food,,Sonic,-106.27223805245829,31.758629209969047
way,735005435,restaurant,,IHOP,-106.2714329818358,31.760053441196472
way,735005436,fast_food,,Raising Cane's,-106.2712533789389,31.759475447551086
way,735005437,fast_food,,Taco Bell,-106.27080578942231,31.759835129976576
way,735005453,restaurant,,Don Jose Mexican Grill,-106.27172550642241,31.760406995976265
way,735005547,restaurant,,Pizza Hut,-106.2874335890263,31.743559872396737
way,735005555,restaurant,,El Paso Street Tacos,-106.28828474044606,31.74146932386712
way,735005614,fuel,,,-106.26022339758738,31.768549885770554
way,735005615,fuel,,,-106.25353110631998,31.775698620045066
way,737634110,cinema,,AMC El Paso 16,-106.43734659449062,31.894473923642114
way,738041604,cinema,,El Paso PREMIERE 17 IMAX Bassett Place,-106.41291942976991,31.78372757799007
way,738059295,cinema,,Flix Brewhouse El Paso,-106.58074401191055,31.88828377295754
way,739922871,cinema,,Alamo Drafthouse Montecillo,-106.51066253188272,31.813306427765166
way,740145992,fast_food,,McDonald's,-106.38522674783222,31.777210692375732
way,740502764,cinema,,Cinemark Movie Bistro,-106.54314647821587,31.814091624238557
way,742335696,parking,,,-106.41708788635665,31.90266814314633
way,745359831,fast_food,,Taco Bell,-106.363055,31.765497500000002
way,745900688,fuel,,Alon,-106.39598458231096,31.789499727316837
way,745960296,fast_food,,Wienerschnitzel,-106.40775882585461,31.899899688391315
way,745960407,fast_food,,Dairy Queen,-106.41826150000001,31.902688500000004
way,749084884,fast_food,,McDonald's,-106.37681389814082,31.7704753995978
way,749099732,restaurant,,Lin's Grand Buffet,-106.34359750205908,31.750392395056686
way,749099733,restaurant,,Rudy's Country Store & Bar-B-Q,-106.34412649770151,31.75047766229734
way,749099744,restaurant,,Cuñado's Restaurant,-106.33928112452048,31.747800062580524
way,749099772,fuel,,Speedway,-106.34515710393869,31.753456414804845
way,749099774,restaurant,,Cabo Joe's,-106.34722648324565,31.752731179650542
way,749099775,restaurant,,Applebee's,-106.34639993019263,31.752203359855905
way,753839850,parking,,,-106.45730911203061,31.764827368122848
way,753839852,parking,,,-106.45748159508976,31.76575759333865
way,753839853,parking,,,-106.45803226588515,31.76684500418362
way,753839854,parking,,,-106.4585746510976,31.767038842613484
way,753844375,parking,,,-106.46218312022762,31.764934673398063
way,757071240,fast_food,,Taco Cabana,-106.57305635981076,31.840507895663855
way,776848926,parking,,,-106.61154738063946,31.84728375639828
way,786377469,parking,,,-106.5448040423286,31.81306372193456
way,786377470,parking,,,-106.54576399401034,31.81341797204416
way,786377481,parking,,,-106.54652758869925,31.81424045990431
way,786377486,parking,,,-106.54431129378021,31.81234049144026
way,786377493,parking,,,-106.54362137332153,31.813203414575725
way,786381422,parking,,,-106.54196868977374,31.815157984071266
way,786382183,parking,,,-106.54332360635873,31.817015287889696
way,786395550,parking,,,-106.54539651010315,31.81579802135365
way,786395573,parking,,,-106.5426199069755,31.817343557308103
way,786395579,parking,,,-106.5406990855621,31.815116876857026
way,786423367,parking,,,-106.54694242964494,31.815824448610357
way,786423368,parking,,,-106.54667164673747,31.81647023089516
way,786423369,parking,,,-106.54670106880334,31.816084291436677
way,786423374,parking,,,-106.54626933693622,31.817188850936823
way,786423375,parking,,,-106.54595477271128,31.816634910192306
way,786423380,parking,,,-106.54523539886627,31.817459193171814
way,786423381,parking,,,-106.54563931928107,31.81761612281206
way,786423382,parking,,,-106.5455537609753,31.817039755034727
way,786426971,parking,,,-106.5444898426926,31.817612903832337
way,786426973,parking,,,-106.54402641214456,31.817981746125366
way,786426976,parking,,,-106.54331794812273,31.81787772601478
way,786426977,parking,,,-106.54359071462108,31.818337380507497
way,787406035,parking,,,-106.30208382493473,31.732881139627672
way,787438329,parking,,,-106.46242394108118,31.819510758419508
way,787438330,parking,,,-106.46356664971316,31.81941637635902
way,787438331,parking,,,-106.46369743229579,31.820678634566427
way,787438332,parking,,,-106.46082232950735,31.821182123131372
way,787449395,parking,,,-106.48068423452276,31.778765654879354
way,787833310,parking,,,-106.52448112571768,31.810331488642444
way,787838751,parking,,,-106.5255960177625,31.81103049281498
way,787838757,parking,,,-106.52546370733413,31.811759923880977
way,787838758,parking,,,-106.52613974495311,31.81156197213453
way,787846932,parking,,,-106.52287960000001,31.7936813
way,787846934,parking,,,-106.52279791761441,31.793973765651693
way,788109572,parking,,,-106.58790559492195,31.89749412095214
way,788109576,parking,,,-106.58759287987567,31.89649988932982
way,788109583,parking,,,-106.58532788246342,31.895188224951987
way,788109584,parking,,,-106.58666970268794,31.895152240977744
way,788109585,parking,,,-106.58752334127615,31.89561219215982
way,788114255,parking,,,-106.5889513909655,31.8954825254981
way,788114256,parking,,,-106.58840965612534,31.895074229564216
way,788789168,parking,,,-106.54908983664022,31.816787976343264
way,788789169,parking,,,-106.54895848363634,31.81778969081996
way,788789170,parking,,,-106.54709346112593,31.818154734412943
way,788789174,parking,,,-106.55039130887835,31.817881883576575
way,788789175,parking,,,-106.55028963805829,31.81856018306476
way,788789176,parking,,,-106.549673060161,31.819157636757083
way,788789177,parking,,,-106.54948863663334,31.818929589154457
way,788789178,parking,,,-106.5487921151065,31.81885470509276
way,788799213,parking,,,-106.54817761431077,31.81945893836922
way,788799214,parking,,,-106.54574955954034,31.81952671684506
way,788799215,parking,,,-106.54531272992045,31.81929661425014
way,788799216,parking,,,-106.54467577882055,31.81965025001931
way,788799220,parking,,,-106.54484415577737,31.81883753671224
way,792032455,parking,,,-106.43541250000001,31.858228449999995
way,792032456,parking,,,-106.43573871913394,31.857790607646102
way,792032458,parking,,,-106.43538289815697,31.857886997026984
way,792032462,parking,,,-106.43390507939857,31.858123248067344
way,792032463,parking,,,-106.43250519286117,31.858815389000736
way,792032465,parking,,,-106.43247680362542,31.85833487845238
way,792032467,parking,,,-106.43518076514171,31.858720564652668
way,792410321,parking,,,-106.3980716439838,31.79921749480061
way,793331598,parking,,,-106.5586165659981,31.88643915677235
way,793331599,parking,,,-106.56062517174968,31.887830498100165
way,793331600,parking,,,-106.56012712061909,31.88622311999239
way,793355958,parking,,,-106.50466422721836,31.771727978651548
way,793389753,parking,,Sun Bowl Drive Lot 1 (SB1),-106.50640672455765,31.767457352905204
way,793389760,parking,,,-106.5107572033159,31.782331245896568
way,793389761,parking,,,-106.5099695561033,31.78246187197977
way,793389762,parking,,,-106.50898586235127,31.78290020091841
way,793389765,parking,,,-106.50803046742843,31.78356428004033
way,793665051,parking,,Miner Village Lot- MV,-106.50354313180827,31.77337951067884
way,793665053,parking,,University Lot 4  (UN4),-106.50293891644046,31.77202973032805
way,793665054,parking,,,-106.50343289618976,31.772132416919135
way,793665055,parking,,Miner Village Lot- MV,-106.50288033785876,31.773965675827053
way,793665056,parking,,Randolph Lot 1 (RA1),-106.50445525700782,31.77236607153732
way,793665060,parking,,,-106.5043546621992,31.769807732582716
way,793727015,parking,,,-106.5035814551556,31.77711805416244
way,793727016,parking,,,-106.50394707475664,31.777380497361523
way,794230253,parking,,Glory Road Lot 4 (GR4),-106.50594720545303,31.776273202524838
way,794237434,parking,,Sun Bowl Drive Lot 6 (SB6),-106.50918891869952,31.77336471520913
way,794245905,parking,,Schuster Avenue Lot 3 (SC3),-106.50160461474287,31.765499939130166
way,794278841,parking,,Randolph Lot 1 (RA1),-106.50522669980137,31.773345345115427
way,794278842,parking,,Miner Village Lot- MV,-106.50341086033734,31.774455895921133
way,794278843,parking,,Miner Village Lot- MV,-106.50424441917575,31.774721459741468
way,801828137,fast_food,,McDonald's,-106.42117050770199,31.78319870481304
way,801828138,fast_food,,Carl's Jr.,-106.35446767325277,31.760710012690655
way,801828139,fast_food,,Jack in the Box,-106.35563857569265,31.760529642183915
way,816993860,parking,,,-106.48348008196668,31.756594734857064
way,816993861,parking,,,-106.48468574743524,31.757128501889866
way,816993862,parking,,,-106.48481633583023,31.757539613989135
way,816993870,cafe,,,-106.48543253235057,31.75804053773437
way,816993872,parking,,,-106.485030247538,31.75801608493077
way,816993873,parking,,,-106.48213025856761,31.75873591331924
way,816993874,parking,,,-106.4811044167354,31.75897653359647
way,816993875,parking,,,-106.48121090129452,31.759338404986117
way,818277610,restaurant,,El Taco Tote,-106.58392034828697,31.914720079868083
way,818277614,fast_food,,Panda Express,-106.57793192204907,31.883400035033745
way,818277625,fast_food,,Chick-fil-A,-106.58102668070514,31.885079237595306
way,818277627,fast_food,,Raising Cane's,-106.57965240432429,31.884107922755103
way,818277628,fast_food,,Taco Bell,-106.58042453416286,31.88388604386009
way,818277629,restaurant,,,-106.58092746541281,31.88388978609244
way,818277630,fast_food,,McDonald's,-106.58095176548188,31.884480064271553
way,818277631,fast_food,,Wendy's,-106.57565997298812,31.884660924136327
way,818285896,fast_food,,Jack in the Box,-106.58425590974306,31.88331778767916
way,818285897,restaurant,,Wing Daddy's Express,-106.5839082979665,31.883414358828386
way,819306075,parking,,,-106.34341343807473,31.69738191509864
way,819306079,parking,,,-106.34245222361517,31.696301880776033
