WORKORDERID,ACTUALSTARTDATE,ACTUALFINISHDATE,UNITSACCOMP,WOXCOORDINATE,WOYCOORDINATE
648412,8/16/2018  12:00:00 PM,8/16/2018  12:00:00 PM,20,442564.6,10661345.69
648415,8/16/2018  12:00:00 PM,8/16/2018  12:00:00 PM,6,443826.59,10656427.5
648416,9/5/2018  10:20:29 AM,9/5/2018  11:25:39 AM,3,398579.07,10666861.01
648417,9/5/2018  1:20:49 PM,9/5/2018  2:25:54 PM,3,396533.96,10671140.32
648418,8/16/2018  12:00:00 PM,8/16/2018  12:00:00 PM,3,443255.04,10656846.26
648419,8/16/2018  12:00:00 PM,8/16/2018  12:00:00 PM,5,440937.06,10655912.5
648420,8/16/2018  12:00:00 PM,8/16/2018  12:00:00 PM,5,445411.77,10649651
648421,9/5/2018  1:15:00 PM,9/5/2018  1:55:11 PM,16,419747.71,10641951.13
648422,9/5/2018  8:30:32 AM,9/5/2018  9:30:40 AM,1,421211.86,10661498
648423,8/16/2018  12:00:00 PM,8/16/2018  12:00:00 PM,3,439533.19,10659122
648424,9/5/2018  7:40:00 AM,9/5/2018  8:15:00 AM,6,430564.56,10640304.5
648425,9/5/2018  10:00:29 AM,9/5/2018  12:00:00 PM,2,445149.69,10648857
648426,8/16/2018  12:00:00 PM,8/16/2018  12:00:00 PM,4,439696.61,10658979
648427,9/5/2018  8:30:00 AM,9/5/2018  8:50:00 AM,3,427523.19,10640445.1
648428,9/5/2018  8:30:27 AM,9/5/2018  10:15:38 AM,1,448064.21,10661764.69
648429,8/16/2018  12:00:00 PM,8/16/2018  12:00:00 PM,6,439533.19,10659122
648430,9/5/2018  9:15:00 AM,9/5/2018  10:00:00 AM,3,427857.58,10630836
648431,9/5/2018  10:30:40 AM,9/5/2018  11:15:52 AM,1,445149.69,10648857
648432,9/5/2018  10:15:00 AM,9/5/2018  11:15:00 AM,11,431039.02,10640183
648437,8/16/2018  12:00:00 PM,8/16/2018  12:00:00 PM,17,438219.08,10661152
648442,8/16/2018  12:00:00 PM,8/16/2018  12:00:00 PM,5,436814.94,10659190.5
648443,8/16/2018  12:00:00 PM,8/16/2018  12:00:00 PM,6,438123.94,10667344.5
648444,7/16/2018  12:00:00 PM,7/16/2018  12:00:00 PM,153,376860.25,10691973.25
648445,7/16/2018  12:00:00 PM,7/16/2018  12:00:00 PM,193,375501.58,10691129
648449,9/6/2018  12:00:00 PM,9/6/2018  12:00:00 PM,1,362733.38,10679013.5
648450,9/5/2018  8:30:00 AM,9/5/2018  11:45:00 AM,3,405658.28,10694898
648452,9/5/2018  1:10:00 PM,9/5/2018  1:45:00 PM,3,405658.28,10694898
648471,7/16/2018  12:00:00 PM,7/16/2018  12:00:00 PM,100,384018.11,10656146.38
648490,7/17/2018  12:00:00 PM,7/17/2018  12:00:00 PM,78,385258.62,10660180.5
648495,7/17/2018  12:00:00 PM,7/17/2018  12:00:00 PM,16,384984.22,10659995.5
648497,7/17/2018  12:00:00 PM,7/17/2018  12:00:00 PM,25,384984.22,10659995.5
648500,8/24/2018  12:00:00 PM,8/24/2018  12:00:00 PM,320,406379.64,10653357.17
648501,7/17/2018  12:00:00 PM,7/17/2018  12:00:00 PM,81,384435.36,10659629
648502,7/17/2018  12:00:00 PM,7/17/2018  12:00:00 PM,90,386406.05,10657574.5
648503,8/24/2018  12:00:00 PM,8/24/2018  12:00:00 PM,156,399220.58,10673035.5
648514,7/17/2018  12:00:00 PM,7/17/2018  12:00:00 PM,36,385992.2,10655840.96
648517,7/17/2018  12:00:00 PM,7/17/2018  12:00:00 PM,54,387322.06,10657392.5
648518,8/27/2018  12:00:00 PM,8/27/2018  12:00:00 PM,42,404337.78,10657809
648519,7/17/2018  12:00:00 PM,7/17/2018  12:00:00 PM,78,386728.48,10657391.64
648521,7/17/2018  12:00:00 PM,7/17/2018  12:00:00 PM,182,386865.58,10657484
648530,9/6/2018  12:00:00 PM,9/6/2018  12:00:00 PM,1,359957.91,10686597.5
648533,9/6/2018  12:00:00 PM,9/6/2018  12:00:00 PM,3,370584.3,10687851
648535,9/6/2018  12:00:00 PM,9/6/2018  12:00:00 PM,1,377973.95,10691776
648554,9/6/2018  8:30:04 AM,9/6/2018  9:55:14 AM,3,396533.96,10671140.32
648555,9/6/2018  10:15:01 AM,9/6/2018  11:20:10 AM,2,396544.93,10671179.82
666691,3/11/2019  2:42:25 PM,3/11/2019  3:10:42 PM,1,444248.64,10654845.5
666692,3/11/2019  1:00:11 PM,3/11/2019  3:00:21 PM,1,439207.89,10630038.5
666693,3/11/2019  3:15:53 PM,3/11/2019  4:15:00 PM,3,440081.36,10629912
666694,3/11/2019  3:11:50 PM,3/11/2019  3:32:13 PM,1,444407.19,10654434
666695,3/11/2019  3:32:03 PM,3/11/2019  3:59:17 PM,1,445425.92,10654471.57
666697,3/12/2019  12:00:00 PM,3/12/2019  12:00:00 PM,2,384929.89,10661539.5
666698,3/12/2019  12:00:00 PM,3/12/2019  12:00:00 PM,2,384391.65,10658804.75
666700,3/11/2019  12:00:00 PM,3/11/2019  12:00:00 PM,6,385874.19,10653958
666703,2/13/2019  12:00:00 PM,2/13/2019  12:00:00 PM,4,416939.16,10661844.5
666704,2/13/2019  12:00:00 PM,2/13/2019  12:00:00 PM,5,421211.86,10661498
666705,2/13/2019  12:00:00 PM,2/13/2019  12:00:00 PM,2,421845.16,10660482
666706,2/13/2019  12:00:00 PM,2/13/2019  12:00:00 PM,1,442917.69,10661743
666707,2/13/2019  12:00:00 PM,2/13/2019  12:00:00 PM,1,444079.81,10661691
666731,2/14/2019  12:00:00 PM,2/14/2019  12:00:00 PM,3,416939.16,10661844.5
666733,2/14/2019  12:00:00 PM,2/14/2019  12:00:00 PM,8,442917.69,10661743
666736,2/14/2019  12:00:00 PM,2/14/2019  12:00:00 PM,3,444079.81,10661691
666740,2/14/2019  12:00:00 PM,2/14/2019  12:00:00 PM,3,447112.7,10661555.5
666752,2/14/2019  12:00:00 PM,2/14/2019  12:00:00 PM,6,448014.4,10661529.3
666753,2/14/2019  12:00:00 PM,2/14/2019  12:00:00 PM,2,447771.15,10655973.87
666758,2/14/2019  12:00:00 PM,2/14/2019  12:00:00 PM,3,443512.44,10647144.5
666775,3/8/2019  12:00:00 PM,3/8/2019  12:00:00 PM,173,409023.56,10694902
666778,3/8/2019  12:00:00 PM,3/8/2019  12:00:00 PM,129,407979.15,10693804.5
666810,3/12/2019  12:00:00 PM,3/12/2019  12:00:00 PM,7,385874.19,10653958
666811,3/12/2019  12:00:00 PM,3/12/2019  12:00:00 PM,2,382155.22,10664600
666812,2/20/2019  12:00:00 PM,2/20/2019  12:00:00 PM,6,439575.33,10646137.5
666821,2/20/2019  12:00:00 PM,2/20/2019  12:00:00 PM,3,439575.33,10646137.5
666840,2/21/2019  12:00:00 PM,2/21/2019  12:00:00 PM,2,441493.65,10647230.83
666844,2/21/2019  12:00:00 PM,2/21/2019  12:00:00 PM,2,439912.41,10646919
666845,2/21/2019  12:00:00 PM,2/21/2019  12:00:00 PM,3,440490.17,10646994
666850,2/21/2019  12:00:00 PM,2/21/2019  12:00:00 PM,2,440968.9,10647329.5
666866,3/12/2019  8:45:58 AM,3/12/2019  9:53:09 AM,2,413043.06,10664071.5
666869,3/12/2019  10:20:53 AM,3/12/2019  11:25:01 AM,1,413043.06,10664071.5
666871,3/12/2019  8:05:03 AM,3/12/2019  8:23:17 AM,1,446373.16,10655567.5
666872,3/12/2019  1:25:11 PM,3/12/2019  2:45:18 PM,2,413098.96,10665885.29
666874,3/12/2019  8:33:55 AM,3/12/2019  8:46:11 AM,1,438666.98,10661946
666879,3/12/2019  8:47:14 AM,3/12/2019  9:03:25 AM,1,438666.98,10661946
666882,3/12/2019  9:04:53 AM,3/12/2019  9:13:15 AM,1,438666.98,10661946
666885,3/12/2019  8:00:36 AM,3/12/2019  11:45:43 AM,4,439761.69,10741369
669728,4/9/2019  8:15:43 AM,4/9/2019  9:50:53 AM,5,419180.02,10649640.5
669739,4/9/2019  10:00:00 AM,4/9/2019  11:00:05 AM,1,415508.83,10654643.5
669742,4/9/2019  11:20:26 AM,4/9/2019  12:00:37 PM,1,415508.83,10654643.5
669748,4/9/2019  7:30:39 AM,4/9/2019  9:30:51 AM,4,398088.5,10689338.5
669749,4/9/2019  1:00:48 PM,4/9/2019  2:00:56 PM,2,419040.2,10651363
669752,4/9/2019  12:00:00 PM,4/9/2019  12:00:00 PM,10,355987,10684008.55
669756,4/9/2019  2:30:48 PM,4/9/2019  3:50:59 PM,3,419040.2,10651363
669758,4/9/2019  9:50:00 AM,4/9/2019  11:30:22 AM,4,398785.14,10689334.87
669762,4/9/2019  1:10:13 PM,4/9/2019  2:30:22 PM,5,404363.67,10705127
669764,4/9/2019  12:00:00 PM,4/9/2019  12:00:00 PM,4,354870.23,10685280.91
669772,4/9/2019  12:00:00 PM,4/9/2019  12:00:00 PM,8,356236.33,10685978
669780,4/9/2019  8:35:38 AM,4/9/2019  9:45:47 AM,4,394247.36,10666301.45
669782,4/9/2019  10:15:04 AM,4/9/2019  11:30:09 AM,4,394247.36,10666301.45
669783,4/9/2019  1:15:57 PM,4/9/2019  2:25:04 PM,4,394790.67,10666586
669785,4/9/2019  2:30:01 PM,4/9/2019  3:25:10 PM,3,394790.67,10666586
669787,4/9/2019  2:40:44 PM,4/9/2019  4:25:53 PM,16,403651.62,10694344.02
669788,4/9/2019  8:00:09 AM,4/9/2019  11:45:14 AM,4,406989.53,10696711.5
669790,4/9/2019  1:15:13 PM,4/9/2019  3:00:20 PM,1,406989.53,10696711.5
669792,4/8/2019  8:03:00 AM,4/8/2019  11:45:00 AM,9,413376.25,10705723.87
669793,4/8/2019  1:10:00 PM,4/8/2019  3:30:00 PM,11,410479.08,10700022.5
669900,4/10/2019  9:30:57 AM,4/10/2019  11:30:03 AM,5,433720.02,10635394.5
669938,4/10/2019  1:00:53 PM,4/10/2019  2:30:02 PM,8,433720.02,10635394.5
669941,4/10/2019  2:55:00 PM,4/10/2019  3:50:00 PM,3,434245.52,10636587.5
669966,4/10/2019  8:30:44 AM,4/10/2019  10:00:56 AM,3,413714.36,10717098
669967,4/10/2019  8:30:44 AM,4/10/2019  9:25:53 AM,4,395021.47,10666869
669969,4/10/2019  9:50:18 AM,4/10/2019  10:20:24 AM,5,395021.47,10666869
669970,4/10/2019  7:30:41 AM,4/10/2019  9:00:47 AM,4,404163.96,10689284.5
669971,4/10/2019  10:30:49 AM,4/10/2019  11:19:59 AM,1,395021.47,10666869
669972,4/10/2019  10:15:13 AM,4/10/2019  11:45:22 AM,2,408083.72,10711620
669973,4/10/2019  9:30:31 AM,4/10/2019  10:30:42 AM,5,403712.72,10719416.67
651183,10/2/2018  1:15:28 PM,10/2/2018  2:15:41 PM,7,425975.65,10641989.31
651221,10/2/2018  1:35:14 PM,10/2/2018  2:40:24 PM,3,445293.86,10649667.31
651229,10/2/2018  2:30:01 PM,10/2/2018  3:30:13 PM,1,420743.17,10657290.5
651257,9/27/2018  1:30:00 PM,9/27/2018  8:00:00 PM,1,436548.19,10640272
651277,10/2/2018  12:00:00 PM,10/2/2018  12:00:00 PM,9,421643.59,10712506.35
651278,10/2/2018  12:00:00 PM,10/2/2018  12:00:00 PM,36,420896.32,10716141.12
651280,10/2/2018  12:00:00 PM,10/2/2018  12:00:00 PM,5,419264.47,10715485
651287,10/2/2018  12:00:00 PM,10/2/2018  12:00:00 PM,1,418993.22,10715497.5
651292,10/2/2018  12:00:00 PM,10/2/2018  12:00:00 PM,4,407782.51,10720637.94
651295,10/2/2018  12:00:00 PM,10/2/2018  12:00:00 PM,10,413262.06,10716556.09
651296,10/3/2018  7:55:02 AM,10/3/2018  10:30:14 AM,22,437796.84,10639329.5
651305,10/2/2018  12:00:00 PM,10/2/2018  12:00:00 PM,1,404206.11,10720444.77
651318,10/2/2018  7:45:00 AM,10/2/2018  7:50:00 AM,2,408464.16,10655315.5
651320,10/2/2018  8:00:00 AM,10/2/2018  8:10:00 AM,6,403263.17,10657222.5
651323,10/2/2018  12:00:00 PM,10/2/2018  12:00:00 PM,7,402931.76,10718931.5
651326,10/2/2018  12:00:00 PM,10/2/2018  12:00:00 PM,5,414180.46,10700627.21
651330,10/2/2018  12:00:00 PM,10/2/2018  12:00:00 PM,8,420126.64,10709591
651332,10/2/2018  12:00:00 PM,10/2/2018  12:00:00 PM,4,422638.09,10713579.5
651333,10/2/2018  12:00:00 PM,10/2/2018  12:00:00 PM,5,428375.58,10722755.5
651336,10/2/2018  12:00:00 PM,10/2/2018  12:00:00 PM,1,421210.31,10711356
651337,10/2/2018  12:00:00 PM,10/2/2018  12:00:00 PM,13,418425.91,10706790
651340,10/2/2018  8:20:00 AM,10/2/2018  8:22:00 AM,3,401156.48,10665938.5
651341,10/2/2018  12:00:00 PM,10/2/2018  12:00:00 PM,8,415889.94,10708393.69
651343,10/2/2018  8:25:00 AM,10/2/2018  8:30:00 AM,7,401793.33,10665157
651345,10/2/2018  8:40:00 AM,10/2/2018  8:42:00 AM,1,399682.48,10670308.83
651346,10/2/2018  12:00:00 PM,10/2/2018  12:00:00 PM,10,407797.39,10694952.5
651348,10/3/2018  10:45:46 AM,10/3/2018  11:15:02 AM,2,439656.52,10635582.46
651349,10/2/2018  12:00:00 PM,10/2/2018  12:00:00 PM,1,423709.58,10715646.63
651351,10/3/2018  12:15:19 PM,10/3/2018  2:55:54 PM,7,437584.07,10638547.67
651354,10/2/2018  12:00:00 PM,10/2/2018  12:00:00 PM,60,436141.22,10736039.5
651363,10/2/2018  12:00:00 PM,10/2/2018  12:00:00 PM,8,409328.17,10693553
651367,10/2/2018  12:00:00 PM,10/2/2018  12:00:00 PM,5,408460.72,10692892.5
651372,10/3/2018  8:00:11 AM,10/3/2018  11:30:24 AM,7,400584.52,10689876
651373,10/2/2018  8:50:00 AM,10/2/2018  9:05:00 AM,16,399491.97,10677153.5
651375,10/2/2018  12:00:00 PM,10/2/2018  12:00:00 PM,46,407500.89,10694897
651376,10/3/2018  1:00:24 PM,10/3/2018  2:00:33 PM,3,406478.7,10696341
651377,10/2/2018  9:35:00 AM,10/2/2018  9:45:00 AM,21,390332.94,10662188.5
651378,10/3/2018  2:15:49 PM,10/3/2018  3:00:55 PM,2,406704.64,10696885
651379,10/2/2018  12:00:00 PM,10/2/2018  12:00:00 PM,11,403086.09,10691028.33
651380,10/2/2018  9:55:00 AM,10/2/2018  10:00:00 AM,10,394423.26,10659536.5
651382,10/2/2018  10:05:00 AM,10/2/2018  10:10:00 AM,7,393846.98,10667818
651383,10/2/2018  12:00:00 PM,10/2/2018  12:00:00 PM,20,406009.08,10691887.5
651384,10/2/2018  10:15:00 AM,10/2/2018  10:30:00 AM,11,394066.86,10669452
651385,10/2/2018  12:00:00 PM,10/2/2018  12:00:00 PM,1,406704.64,10696885
651386,10/2/2018  10:50:00 AM,10/2/2018  11:45:00 AM,14,396549.98,10671656
651388,10/2/2018  1:10:00 PM,10/2/2018  1:20:00 PM,9,397234.52,10660744.5
651389,10/2/2018  1:25:00 PM,10/2/2018  1:35:00 PM,8,390707.98,10658671
651390,10/2/2018  2:00:00 PM,10/2/2018  2:30:00 PM,12,396704.09,10660060.5
651392,10/2/2018  2:55:00 PM,10/2/2018  3:45:00 PM,13,399241.28,10674665.08
651393,10/2/2018  12:00:00 PM,10/2/2018  12:00:00 PM,31,406504.38,10691491.72
651397,10/4/2018  4:15:58 AM,10/4/2018  6:00:04 AM,9,437805.91,10643204.9
651423,10/4/2018  7:45:01 AM,10/4/2018  8:30:13 AM,2,433239.88,10630167.5
651438,10/4/2018  8:35:59 AM,10/4/2018  9:30:13 AM,2,433239.88,10630167.5
651441,10/4/2018  9:50:41 AM,10/4/2018  10:35:53 AM,1,423795.26,10644399.5
651445,10/4/2018  9:50:50 AM,10/4/2018  11:00:57 AM,3,439459.01,10648762.73
651448,10/4/2018  4:25:26 AM,10/4/2018  6:00:32 AM,4,440522,10642491
651451,10/4/2018  11:10:02 AM,10/4/2018  11:45:09 AM,1,438472.05,10649537.92
651455,7/27/2018  12:00:00 PM,7/27/2018  12:00:00 PM,165,353170.44,10684417.5
651456,7/27/2018  12:00:00 PM,7/27/2018  12:00:00 PM,74,352596.36,10684676.5
651461,10/2/2018  12:00:00 PM,10/2/2018  12:00:00 PM,18,404639.02,10690724.14
651462,10/2/2018  12:00:00 PM,10/2/2018  12:00:00 PM,11,409152.17,10699332
651480,10/2/2018  12:00:00 PM,10/2/2018  12:00:00 PM,2,406501.16,10707693
651484,10/2/2018  12:00:00 PM,10/2/2018  12:00:00 PM,14,406852.53,10712578
651499,10/4/2018  1:15:30 PM,10/4/2018  1:45:42 PM,4,439374.89,10633570.5
651500,10/4/2018  7:45:20 AM,10/4/2018  11:30:00 AM,11,399545.66,10692605
651501,10/4/2018  1:00:18 PM,10/4/2018  3:00:26 PM,1,402736.64,10718658
651503,10/4/2018  2:05:00 AM,10/4/2018  3:35:28 AM,12,440712.39,10628579
651505,10/2/2018  12:00:00 PM,10/2/2018  12:00:00 PM,10,414432.27,10709835.18
629043,2/19/2018  1:10:00 PM,2/19/2018  3:30:00 PM,135,442543.37,10661414.79
629064,3/21/2018  9:10:00 AM,3/21/2018  11:55:00 AM,102,430939.24,10630881.25
629065,3/21/2018  1:10:00 PM,3/21/2018  2:00:00 PM,57,430939.24,10630881.25
629067,3/21/2018  9:00:00 AM,3/21/2018  12:00:00 PM,80,432542.17,10635073
629092,3/21/2018  9:00:00 AM,3/21/2018  10:15:00 AM,25,413996.41,10703703
629093,3/21/2018  10:15:00 AM,3/21/2018  11:30:00 AM,25,414398.98,10704604
629094,3/21/2018  11:30:00 AM,3/21/2018  12:15:00 PM,16,414398.98,10704604
629095,3/21/2018  1:30:00 PM,3/21/2018  3:00:00 PM,36,407624.67,10690925.5
629097,3/21/2018  7:00:00 AM,3/21/2018  7:55:00 AM,20,398063.76,10695158.5
629099,3/21/2018  8:05:00 AM,3/21/2018  8:35:00 AM,16,398427.49,10692641.75
629101,3/21/2018  8:55:00 AM,3/21/2018  9:30:00 AM,18,401564.16,10689246.12
629102,3/21/2018  10:05:00 AM,3/21/2018  10:25:00 AM,20,406122.69,10694779
629104,3/21/2018  10:40:00 AM,3/21/2018  11:20:00 AM,20,411755.48,10695924.57
629107,3/21/2018  12:40:00 PM,3/21/2018  12:50:00 PM,6,411386.3,10695581.5
629108,3/21/2018  1:10:00 PM,3/21/2018  1:35:00 PM,18,412419.63,10701154.43
629109,3/21/2018  1:45:00 PM,3/21/2018  1:55:00 PM,12,412182.05,10703338
629110,3/21/2018  2:05:00 PM,3/21/2018  2:25:00 PM,21,415012.11,10703125
629112,3/21/2018  2:35:00 PM,3/21/2018  3:20:00 PM,25,413132.67,10699869.5
629114,3/21/2018  3:30:00 PM,3/21/2018  4:00:00 PM,12,414894.52,10705922.75
629126,2/20/2018  7:45:00 AM,2/20/2018  7:55:00 PM,4,461239.47,10660898.52
629128,2/20/2018  8:00:00 AM,2/20/2018  8:13:00 AM,6,460772.94,10661308.95
629129,3/15/2018  8:30:00 AM,3/15/2018  11:45:00 AM,111,410234.7,10656349
629130,2/20/2018  8:15:00 AM,2/20/2018  8:24:00 AM,16,463859.87,10660559.07
629133,2/20/2018  8:46:00 AM,2/20/2018  8:50:00 AM,4,440905.33,10662298
629135,2/20/2018  8:53:00 AM,2/20/2018  8:57:00 AM,3,448303.47,10661500.63
629136,3/15/2018  1:15:00 PM,3/15/2018  4:15:00 PM,386,410234.7,10656349
629137,2/20/2018  8:59:00 AM,2/20/2018  9:00:00 AM,9,450816.03,10660149
629139,3/15/2018  2:30:00 PM,3/15/2018  3:37:00 PM,134,390446.62,10659486
629143,2/20/2018  9:01:00 AM,2/20/2018  9:06:00 AM,6,452390.82,10659063.64
629147,2/20/2018  9:12:00 AM,2/20/2018  9:15:00 AM,19,444079.81,10661691
629148,2/17/2018  12:00:00 PM,2/17/2018  12:00:00 PM,8,431636.33,10662624.5
629149,2/20/2018  9:16:00 AM,2/20/2018  9:22:00 AM,5,432308.64,10663140
629151,2/20/2018  9:51:00 AM,2/20/2018  10:05:00 AM,48,428787.7,10659303
629157,2/20/2018  10:07:00 AM,2/20/2018  10:13:00 AM,26,429627.69,10660209.5
629160,2/20/2018  10:16:00 AM,2/20/2018  10:18:00 AM,8,429833.85,10660748.17
629164,2/20/2018  10:28:00 AM,2/20/2018  11:00:00 AM,13,433432.28,10657444.5
629173,2/20/2018  11:04:00 AM,2/20/2018  11:09:00 AM,6,433874.81,10656268
629175,2/20/2018  11:10:00 AM,2/20/2018  11:12:00 AM,4,433252.02,10656525.5
629178,2/20/2018  11:16:00 AM,2/20/2018  11:20:00 AM,2,432416.47,10653188.25
629182,2/20/2018  1:50:00 PM,2/20/2018  2:15:00 PM,42,416620.28,10662615.75
629186,2/20/2018  2:15:00 PM,2/20/2018  3:00:00 PM,20,418649,10661801
629188,2/20/2018  3:05:00 PM,2/20/2018  3:20:00 PM,38,419786.92,10660803.5
629242,2/20/2018  12:00:00 PM,2/20/2018  12:00:00 PM,28,465134.37,10656653.72
629261,3/22/2018  9:00:00 AM,3/22/2018  12:00:00 PM,141,432542.17,10635073
629263,3/22/2018  1:00:00 PM,3/22/2018  3:30:00 PM,21,432542.17,10635073
629310,2/20/2018  4:15:00 AM,2/20/2018  4:40:00 AM,30,442666.38,10661632.69
629311,2/20/2018  4:55:00 AM,2/20/2018  5:20:00 AM,24,416302.52,10662700.5
629312,2/20/2018  5:20:00 AM,2/20/2018  5:30:00 AM,8,416302.52,10662700.5
629313,2/20/2018  5:30:00 AM,2/20/2018  5:45:00 AM,10,417723.98,10662275
629314,2/20/2018  6:30:00 AM,2/20/2018  6:40:00 AM,6,441771.33,10660848.5
629315,2/20/2018  6:40:00 AM,2/20/2018  6:50:00 AM,5,442516.91,10660286.5
629316,3/23/2018  7:00:00 AM,3/23/2018  1:15:00 PM,480,441114.47,10631891.5
629318,2/20/2018  6:50:00 AM,2/20/2018  7:20:00 AM,31,442074.19,10659923
629319,2/20/2018  7:30:00 AM,2/20/2018  7:40:00 AM,2,441547.65,10659148.25
629320,2/20/2018  7:40:00 AM,2/20/2018  7:50:00 AM,3,441740.72,10659123
629321,2/20/2018  7:50:00 AM,2/20/2018  8:00:00 AM,2,441696.77,10658311
629322,2/20/2018  8:00:00 AM,2/20/2018  8:10:00 AM,2,441910.75,10656411.5
629323,2/20/2018  8:20:00 AM,2/20/2018  8:30:00 AM,1,441944.88,10651056
629325,2/20/2018  8:35:00 AM,2/20/2018  8:45:00 AM,4,441240.61,10649959.17
629326,2/20/2018  8:45:00 AM,2/20/2018  9:00:00 AM,9,442126.18,10648808
629327,2/20/2018  9:00:00 AM,2/20/2018  9:30:00 AM,51,441980.9,10644381.96
629328,2/20/2018  9:30:00 AM,2/20/2018  9:50:00 AM,9,441907.49,10643972.83
629348,3/22/2018  9:00:00 AM,3/22/2018  10:15:00 AM,25,400637.89,10691521
629350,3/22/2018  10:15:00 AM,3/22/2018  11:30:00 AM,25,400679.62,10692714
629355,3/22/2018  1:00:00 PM,3/22/2018  2:15:00 PM,75,408686.25,10693557.5
629358,3/22/2018  2:30:00 PM,3/22/2018  3:30:00 PM,36,406704.64,10696885
629362,3/22/2018  7:30:00 AM,3/22/2018  7:55:00 AM,6,396476.7,10695943.5
629363,3/22/2018  8:20:00 AM,3/22/2018  8:55:00 AM,14,407746.7,10696670.5
654543,11/1/2018  9:00:25 AM,11/1/2018  11:30:36 AM,1,445356.95,10639423
654544,11/1/2018  12:00:00 PM,11/1/2018  12:00:00 PM,1,371786.34,10683455.5
654545,11/1/2018  1:40:00 PM,11/1/2018  2:30:00 PM,3,368318.77,10681594.5
654546,11/1/2018  8:45:13 AM,11/1/2018  9:30:25 AM,1,429201.58,10646300.5
654547,11/1/2018  12:00:00 PM,11/1/2018  12:00:00 PM,1,367246.81,10681099
654548,11/1/2018  12:00:00 PM,11/1/2018  12:00:00 PM,6,369835.91,10691428
654549,11/1/2018  12:00:00 PM,11/1/2018  12:00:00 PM,1,365593.24,10680774.5
654550,11/1/2018  8:25:11 AM,11/1/2018  9:35:20 AM,2,410608.25,10666290
654551,11/1/2018  9:50:08 AM,11/1/2018  11:00:16 AM,1,410608.25,10666290
654552,11/1/2018  11:05:08 AM,11/1/2018  11:40:16 AM,1,405774.3,10664418.5
654553,11/1/2018  9:45:46 AM,11/1/2018  10:45:00 AM,3,439436.64,10630155.62
654554,11/1/2018  2:20:47 PM,11/1/2018  3:45:53 PM,2,444884.7,10644082.5
654555,11/1/2018  1:25:52 PM,11/1/2018  2:20:58 PM,1,408285.55,10665711.5
654556,11/1/2018  11:00:33 AM,11/1/2018  11:45:45 AM,2,442479.7,10629811
654557,11/1/2018  2:40:46 PM,11/1/2018  3:00:50 PM,1,408285.55,10665711.5
654558,10/10/2018  12:00:00 PM,10/10/2018  12:00:00 PM,5,430727.5,10659760
654559,11/1/2018  2:15:00 AM,11/1/2018  2:45:56 AM,1,426157.91,10633780
654560,11/1/2018  3:00:22 PM,11/1/2018  3:40:31 PM,3,440563.59,10629004.5
654571,11/2/2018  8:40:37 AM,11/2/2018  10:50:53 AM,1,394933.77,10666100.66
654572,11/2/2018  11:20:39 AM,11/2/2018  1:10:44 PM,1,394933.77,10666100.66
654573,11/2/2018  8:00:33 AM,11/2/2018  10:45:44 AM,10,398064.3,10695165
654574,11/2/2018  11:00:05 AM,11/2/2018  12:00:18 PM,1,416036.73,10709356
654575,11/2/2018  12:30:05 PM,11/2/2018  1:30:14 PM,2,404363.67,10705127
654576,11/2/2018  8:40:00 AM,11/2/2018  10:40:00 AM,2,431998.53,10657965
654577,11/2/2018  11:10:00 AM,11/2/2018  12:45:00 PM,2,421211.86,10661498
654588,10/10/2018  12:00:00 PM,10/10/2018  12:00:00 PM,1,430738.91,10658322.83
654591,10/10/2018  12:00:00 PM,10/10/2018  12:00:00 PM,1,430572.88,10655618.17
654592,10/10/2018  12:00:00 PM,10/10/2018  12:00:00 PM,4,430531.63,10654502
654594,10/10/2018  12:00:00 PM,10/10/2018  12:00:00 PM,1,429875.91,10653411.67
654595,10/10/2018  12:00:00 PM,10/10/2018  12:00:00 PM,1,430888.02,10655345.5
654598,10/10/2018  12:00:00 PM,10/10/2018  12:00:00 PM,4,430799.54,10655708.5
654602,10/10/2018  10:35:00 AM,10/10/2018  10:45:00 AM,2,431243.89,10661101.65
654604,10/10/2018  10:50:00 AM,10/10/2018  11:00:00 AM,2,433664.26,10667917.83
654606,10/10/2018  11:15:00 AM,10/10/2018  11:40:00 AM,6,433791.16,10656501
654611,10/10/2018  11:40:00 AM,10/10/2018  12:00:00 PM,4,433854.84,10655319.5
654613,10/10/2018  12:00:00 PM,10/10/2018  12:00:00 PM,1,433735.66,10653890.5
654616,10/10/2018  12:00:00 PM,10/10/2018  12:00:00 PM,9,434068.12,10652615
654618,10/10/2018  12:00:00 PM,10/10/2018  12:00:00 PM,3,434459.95,10651526.5
654619,10/10/2018  12:00:00 PM,10/10/2018  12:00:00 PM,3,433216.02,10648970.75
654621,10/10/2018  12:00:00 PM,10/10/2018  12:00:00 PM,1,436988.48,10658881.17
654623,10/10/2018  12:00:00 PM,10/10/2018  12:00:00 PM,1,436270.59,10660480
654625,10/10/2018  12:00:00 PM,10/10/2018  12:00:00 PM,1,437239.21,10657536.33
654628,10/10/2018  12:00:00 PM,10/10/2018  12:00:00 PM,2,437239.21,10657536.33
654631,10/10/2018  12:00:00 PM,10/10/2018  12:00:00 PM,5,437118.4,10655249.03
654632,10/10/2018  12:00:00 PM,10/10/2018  12:00:00 PM,9,437980.87,10657117.73
654634,10/10/2018  12:00:00 PM,10/10/2018  12:00:00 PM,7,439564.6,10655583.5
