id,VMT,count,percentage,FIPS
572487,"5 (Tract 28, El Paso, TX)",12738.4,0.07,481410028005
572518,"1 (Tract 34.04, El Paso, TX)",29810.09998,0.17,481410034041
572534,"2 (Tract 21, El Paso, TX)",6730.100014,0.04,481410021002
573144,"2 (Tract 103.46, El Paso, TX)",19748.2,0.12,481410103462
573148,"1 (Tract 11.04, El Paso, TX)",69281.80004,0.41,481410011041
573197,"1 (Tract 1.09, El Paso, TX)",40485.70004,0.24,481410001091
573229,"1 (Tract 104.01, El Paso, TX)",40509.90006,0.24,481410104011
573233,"1 (Tract 43.09, El Paso, TX)",46377.30006,0.27,481410043091
573234,"1 (Tract 36.02, El Paso, TX)",24248.09999,0.14,481410036021
573268,"2 (Tract 15.01, El Paso, TX)",42011.29999,0.25,481410015012
573272,"1 (Tract 43.16, El Paso, TX)",33422.09997,0.2,481410043161
573356,"5 (Tract 22.02, El Paso, TX)",12085.39998,0.07,481410022025
573372,"2 (Tract 43.10, El Paso, TX)",22877.30002,0.13,481410043102
573407,"2 (Tract 103.03, El Paso, TX)",16276.50001,0.1,481410103032
573420,"1 (Tract 104.07, El Paso, TX)",109757.4,0.64,481410104071
573421,"3 (Tract 103.37, El Paso, TX)",45881.10002,0.27,481410103373
573456,"1 (Tract 105.04, El Paso, TX)",26600.29999,0.16,481410105041
573465,"1 (Tract 1.12, El Paso, TX)",21496.10001,0.13,481410001121
574122,"4 (Tract 1.12, El Paso, TX)",20335.39997,0.12,481410001124
574163,"5 (Tract 26, El Paso, TX)",2955.499994,0.02,481410026005
574195,"3 (Tract 43.03, El Paso, TX)",20531.90008,0.12,481410043033
574216,"1 (Tract 2.06, El Paso, TX)",22619.39999,0.13,481410002061
574264,"2 (Tract 103.32, El Paso, TX)",136276.8,0.8,481410103322
574278,"2 (Tract 11.15, El Paso, TX)",9924.900008,0.06,481410011152
574358,"5 (Tract 2.04, El Paso, TX)",18983.29998,0.11,481410002045
574444,"1 (Tract 41.03, El Paso, TX)",48907.50001,0.29,481410041031
574457,"4 (Tract 25, El Paso, TX)",7056.600008,0.04,481410025004
576565,"1 (Tract 103.31, El Paso, TX)",99483.90002,0.58,481410103311
580298,"2 (Tract 9, El Paso, TX)",12828.89999,0.08,481410009002
580311,"2 (Tract 103.22, El Paso, TX)",46522.00005,0.27,481410103222
580320,"1 (Tract 2.05, El Paso, TX)",29072.10002,0.17,481410002051
580354,"2 (Tract 3.01, El Paso, TX)",13427.90002,0.08,481410003012
580450,"2 (Tract 103.23, El Paso, TX)",52176.09995,0.31,481410103232
580468,"3 (Tract 103.25, El Paso, TX)",56872.40003,0.33,481410103253
580474,"3 (Tract 11.12, El Paso, TX)",27218.19994,0.16,481410011123
580525,"3 (Tract 43.12, El Paso, TX)",18265.80002,0.11,481410043123
585286,"2 (Tract 103.28, El Paso, TX)",22918.50002,0.13,481410103282
585316,"1 (Tract 102.12, El Paso, TX)",141857.3001,0.83,481410102121
585377,"1 (Tract 11.15, El Paso, TX)",15630.89996,0.09,481410011151
585417,"4 (Tract 16, El Paso, TX)",21264.39997,0.12,481410016004
588585,"1 (Tract 102.17, El Paso, TX)",33916.10001,0.2,481410102171
588644,"2 (Tract 102.17, El Paso, TX)",82851.60006,0.48,481410102172
588657,"1 (Tract 41.05, El Paso, TX)",18797.60001,0.11,481410041051
588658,"1 (Tract 103.47, El Paso, TX)",58882.39996,0.34,481410103471
588660,"3 (Tract 4.01, El Paso, TX)",94546.99988,0.55,481410004013
588694,"5 (Tract 41.04, El Paso, TX)",27268.00002,0.16,481410041045
588707,"2 (Tract 103.30, El Paso, TX)",104276.3001,0.61,481410103302
588769,"2 (Tract 4.04, El Paso, TX)",25789.60003,0.15,481410004042
588904,"2 (Tract 1.10, El Paso, TX)",30269.60002,0.18,481410001102
588935,"8 (Tract 25, El Paso, TX)",16675.29999,0.1,481410025008
589700,"2 (Tract 32, El Paso, TX)",14472.19999,0.08,481410032002
589720,"2 (Tract 8, El Paso, TX)",35904.99999,0.21,481410008002
589748,"2 (Tract 103.42, El Paso, TX)",33121.20002,0.19,481410103422
589753,"2 (Tract 106, El Paso, TX)",7800.699961,0.05,481410106002
589768,"5 (Tract 33, El Paso, TX)",4433.700003,0.03,481410033005
589847,"3 (Tract 35.02, El Paso, TX)",15856.90001,0.09,481410035023
589964,"5 (Tract 16, El Paso, TX)",17530.29999,0.1,481410016005
591826,"4 (Tract 6, El Paso, TX)",16742.20001,0.1,481410006004
592016,"5 (Tract 1.07, El Paso, TX)",23143.60002,0.14,481410001075
592020,"4 (Tract 1.07, El Paso, TX)",24912.2,0.15,481410001074
592058,"2 (Tract 104.04, El Paso, TX)",53188.89996,0.31,481410104042
592063,"3 (Tract 102.21, El Paso, TX)",34029.90001,0.2,481410102213
592105,"1 (Tract 41.07, El Paso, TX)",23354.90002,0.14,481410041071
592152,"1 (Tract 11.07, El Paso, TX)",55158.29993,0.32,481410011071
592761,"2 (Tract 103.41, El Paso, TX)",59652.70003,0.35,481410103412
592764,"3 (Tract 105.02, El Paso, TX)",23600.19999,0.14,481410105023
592790,"3 (Tract 43.09, El Paso, TX)",20298.59998,0.12,481410043093
592809,"1 (Tract 21, El Paso, TX)",7863.499992,0.05,481410021001
592938,"2 (Tract 2.06, El Paso, TX)",31858.99993,0.19,481410002062
597403,"3 (Tract 40.03, El Paso, TX)",25954.29998,0.15,481410040033
597419,"2 (Tract 41.03, El Paso, TX)",25562.20004,0.15,481410041032
598491,"1 (Tract 106, El Paso, TX)",34172.20001,0.2,481410106001
598580,"1 (Tract 22.02, El Paso, TX)",14130.79997,0.08,481410022021
598650,"5 (Tract 34.03, El Paso, TX)",25273.19998,0.15,481410034035
600364,"3 (Tract 10.02, El Paso, TX)",18105.70001,0.11,481410010023
600439,"2 (Tract 34.03, El Paso, TX)",21526.09998,0.13,481410034032
600476,"3 (Tract 43.11, El Paso, TX)",23330.00005,0.14,481410043113
600844,"2 (Tract 103.12, El Paso, TX)",29429.00001,0.17,481410103122
600862,"2 (Tract 11.12, El Paso, TX)",27568.39999,0.16,481410011122
600995,"3 (Tract 103.43, El Paso, TX)",63024.39999,0.37,481410103433
602356,"1 (Tract 105.06, El Paso, TX)",48366.50003,0.28,481410105061
602451,"1 (Tract 103.40, El Paso, TX)",20565.20001,0.12,481410103401
605630,"1 (Tract 103.24, El Paso, TX)",81673.50003,0.48,481410103241
605638,"2 (Tract 43.19, El Paso, TX)",29995.90001,0.18,481410043192
605680,"2 (Tract 102.12, El Paso, TX)",101990.6,0.6,481410102122
606743,"3 (Tract 43.13, El Paso, TX)",6907.200013,0.04,481410043133
609118,"1 (Tract 103.17, El Paso, TX)",24183.50003,0.14,481410103171
609123,"2 (Tract 10.02, El Paso, TX)",25505.79998,0.15,481410010022
609127,"2 (Tract 16, El Paso, TX)",19483.20006,0.11,481410016002
609134,"1 (Tract 103.30, El Paso, TX)",108302.4999,0.63,481410103301
609136,"3 (Tract 11.14, El Paso, TX)",24513.20004,0.14,481410011143
609145,"2 (Tract 2.07, El Paso, TX)",77653.49994,0.45,481410002072
609165,"3 (Tract 3.01, El Paso, TX)",19576.69999,0.11,481410003013
609185,"2 (Tract 4.03, El Paso, TX)",31572.50003,0.18,481410004032
609193,"1 (Tract 1.01, El Paso, TX)",43266.00001,0.25,481410001011
609209,"3 (Tract 33, El Paso, TX)",6409.500001,0.04,481410033003
609228,"2 (Tract 41.05, El Paso, TX)",17184.69999,0.1,481410041052
609244,"1 (Tract 102.18, El Paso, TX)",25948.60002,0.15,481410102181
609267,"3 (Tract 25, El Paso, TX)",16995.79995,0.1,481410025003
609284,"1 (Tract 103.19, El Paso, TX)",11032.69999,0.06,481410103191
609301,"3 (Tract 104.05, El Paso, TX)",39756.59995,0.23,481410104053
609306,"2 (Tract 11.11, El Paso, TX)",66848.69993,0.39,481410011112
609320,"2 (Tract 103.37, El Paso, TX)",23338.10001,0.14,481410103372
609343,"4 (Tract 37.01, El Paso, TX)",17964.30005,0.11,481410037014
609396,"6 (Tract 103.41, El Paso, TX)",51549.90001,0.3,481410103416
609743,"3 (Tract 104.04, El Paso, TX)",40862.29998,0.24,481410104043
609760,"2 (Tract 25, El Paso, TX)",8955.100025,0.05,481410025002
609807,"1 (Tract 28, El Paso, TX)",7717.100001,0.05,481410028001
609809,"3 (Tract 15.01, El Paso, TX)",12110.20002,0.07,481410015013
609951,"2 (Tract 23, El Paso, TX)",8063.499999,0.05,481410023002
610039,"4 (Tract 3.02, El Paso, TX)",12509.8,0.07,481410003024
611481,"4 (Tract 28, El Paso, TX)",3852.999999,0.02,481410028004
611490,"1 (Tract 11.10, El Paso, TX)",40431.40002,0.24,481410011101
612724,"3 (Tract 10.01, El Paso, TX)",16102.29996,0.09,481410010013
612744,"2 (Tract 103.33, El Paso, TX)",30795.10003,0.18,481410103332
612804,"2 (Tract 42.02, El Paso, TX)",24037.60005,0.14,481410042022
613958,"1 (Tract 38.04, El Paso, TX)",28638.30003,0.17,481410038041
613977,"4 (Tract 24, El Paso, TX)",11403.90001,0.07,481410024004
613988,"3 (Tract 2.04, El Paso, TX)",27769.99999,0.16,481410002043
614051,"1 (Tract 103.39, El Paso, TX)",37015.49999,0.22,481410103391
614091,"2 (Tract 43.07, El Paso, TX)",43885.59998,0.26,481410043072
616310,"1 (Tract 17, El Paso, TX)",15865.10001,0.09,481410017001
619300,"1 (Tract 43.12, El Paso, TX)",22363.99998,0.13,481410043121
619340,"4 (Tract 42.02, El Paso, TX)",9371.299982,0.05,481410042024
620406,"5 (Tract 3.01, El Paso, TX)",19235.40002,0.11,481410003015
620407,"1 (Tract 102.19, El Paso, TX)",148187.0001,0.87,481410102191
620426,"2 (Tract 2.08, El Paso, TX)",46943.49993,0.27,481410002082
621140,"2 (Tract 19, El Paso, TX)",6866.199991,0.04,481410019002
621148,"1 (Tract 15.01, El Paso, TX)",21104.99999,0.12,481410015011
621206,"2 (Tract 104.06, El Paso, TX)",45559.10001,0.27,481410104062
621346,"1 (Tract 40.02, El Paso, TX)",74847.50007,0.44,481410040021
621400,"2 (Tract 103.34, El Paso, TX)",52309.00005,0.31,481410103342
621403,"1 (Tract 32, El Paso, TX)",7224.099974,0.04,481410032001
622462,"3 (Tract 11.15, El Paso, TX)",32861.40001,0.19,481410011153
622543,"3 (Tract 43.07, El Paso, TX)",29723.00001,0.17,481410043073
622563,"1 (Tract 102.07, El Paso, TX)",136586.6,0.8,481410102071
628071,"2 (Tract 37.01, El Paso, TX)",19913.6,0.12,481410037012
631232,"1 (Tract 103.16, El Paso, TX)",21915.50002,0.13,481410103161
631270,"2 (Tract 20, El Paso, TX)",7547.100008,0.04,481410020002
631302,"2 (Tract 103.27, El Paso, TX)",49131.50001,0.29,481410103272
631403,"4 (Tract 39.03, El Paso, TX)",53226.19999,0.31,481410039034
632247,"1 (Tract 102.20, El Paso, TX)",31535.30003,0.18,481410102201
632282,"4 (Tract 34.04, El Paso, TX)",8284.2,0.05,481410034044
632311,"6 (Tract 42.01, El Paso, TX)",26045.60006,0.15,481410042016
632313,"3 (Tract 11.07, El Paso, TX)",71014.00007,0.42,481410011073
632442,"4 (Tract 43.12, El Paso, TX)",12804.80002,0.07,481410043124
633660,"5 (Tract 9, El Paso, TX)",13045.99997,0.08,481410009005
633673,"5 (Tract 103.41, El Paso, TX)",12361.4,0.07,481410103415
633910,"1 (Tract 4.01, El Paso, TX)",29044.10002,0.17,481410004011
635863,"1 (Tract 38.01, El Paso, TX)",18517.50002,0.11,481410038011
635866,"6 (Tract 25, El Paso, TX)",17546.10005,0.1,481410025006
635905,"1 (Tract 11.11, El Paso, TX)",30119.50003,0.18,481410011111
635906,"2 (Tract 15.02, El Paso, TX)",9172.399995,0.05,481410015022
635911,"2 (Tract 43.20, El Paso, TX)",35143.90004,0.21,481410043202
639399,"3 (Tract 34.03, El Paso, TX)",21560.00003,0.13,481410034033
639428,"4 (Tract 43.07, El Paso, TX)",18172.00001,0.11,481410043074
642274,"3 (Tract 102.19, El Paso, TX)",68805.50002,0.4,481410102193
642344,"1 (Tract 39.02, El Paso, TX)",16502.90003,0.1,481410039021
643098,"3 (Tract 11.10, El Paso, TX)",40320.79992,0.24,481410011103
643226,"3 (Tract 41.06, El Paso, TX)",18577.80002,0.11,481410041063
643480,"2 (Tract 18, El Paso, TX)",6749.700003,0.04,481410018002
643576,"1 (Tract 31, El Paso, TX)",5425.399998,0.03,481410031001
646986,"2 (Tract 11.09, El Paso, TX)",37990.60001,0.22,481410011092
647024,"2 (Tract 37.02, El Paso, TX)",19995.1,0.12,481410037022
647162,"2 (Tract 105.05, El Paso, TX)",19585.59997,0.11,481410105052
647185,"4 (Tract 40.03, El Paso, TX)",30831.49995,0.18,481410040034
